IMDB ID,Total Revenue
tt0244244,"$147,080,413"
tt0254099,"$4,931,888"
tt0212827,"$318,823"
tt0234288,"$2,046,440"
tt0194530,"$2,543"
tt0065528,0
tt0116344,"$26,459"
tt0102685,"$83,531,958"
tt0098300,"$6,957,975"
tt0086508,"$30,503,151"
tt0105699,"$57,138,719"
tt0092272,"$15,448,384"
tt0045810,$648
tt0045891,0
tt0051885,0
tt0048605,"$7,652"
tt0047574,0
tt0084805,"$177,200,000"
tt0090770,0
tt0066471,0
tt0120374,0
tt0244709,"$36,992"
tt0230011,"$186,053,725"
tt0146316,"$274,703,340"
tt0240462,"$176,104,344"
tt0232500,"$207,301,509"
tt0212720,"$235,926,552"
tt0255819,"$29,381,649"
tt0250224,"$19,937,988"
tt0258038,"$3,313,583"
tt0212517,"$4,020"
tt0228242,"$363,409"
tt0284067,0
tt0215139,"$313,901"
tt0203119,"$10,045,677"
tt0179473,"$28,149"
tt0203632,"$1,017,667"
tt0243493,"$50,104,745"
tt0226648,"$4,811,282"
tt0228786,"$60,103,680"
tt0246765,"$352,296"
tt0210217,"$17,113"
tt0239395,"$200,687,492"
tt0271027,"$64,437,847"
tt0257106,"$141,220,678"
tt0245238,"$396,897"
tt0249380,"$940,944"
tt0224578,"$201,247"
tt0099012,"$7,331,647"
tt0094663,"$1,562,749"
tt0058953,0
tt0052216,0
tt0082136,"$72,179,579"
tt0087032,"$28,078,073"
tt0098369,"$3,077,361"
tt0058249,$126
tt0045699,0
tt0057007,0
tt0059124,0
tt0053925,0
tt0016847,0
tt0015064,0
tt0056217,0
tt0091886,"$1,500,000"
tt0093940,"$486,434"
tt0105378,"$2,735,731"
tt0091983,"$8,362,969"
tt0059740,0
tt0069372,0
tt0059878,0
tt0057693,0
tt0082163,0
tt0054790,0
tt0082966,0
tt0084788,"$21,134,374"
tt0047811,$170
tt0046754,"$17,018"
tt0118734,0
tt0069467,"$10,595"
tt0053796,0
tt0065777,0
tt0093227,0
tt0048261,"$7,178"
tt0063227,"$18,177"
tt0055184,0
tt0049513,0
tt0102690,"$4,205,000"
tt0028167,0
tt0051036,"$7,704"
tt0049966,"$13,495"
tt0059095,0
tt0089716,"$2,357"
tt0074991,0
tt0076786,"$21,248"
tt0068767,0
tt0082176,0
tt0067824,0
tt0077594,0
tt0089461,"$25,754,284"
tt0082869,"$17,374,595"
tt0068935,0
tt0163862,"$104,384,957"
tt0173840,"$85,131,830"
tt0250494,"$141,774,679"
tt0227445,"$114,252,154"
tt0262210,0
tt0242193,"$704,808"
tt0273300,"$33,236"
tt0227005,"$5,480,653"
tt0245280,"$21,268,532"
tt0188913,0
tt0120327,"$18,798,590"
tt0278475,"$39,418,836"
tt0238015,"$992,683"
tt0109049,0
tt0130445,"$553,541"
tt0159423,"$38,171,557"
tt0182299,"$5,231,283"
tt0094593,"$2,567,099"
tt0094594,"$5,979,011"
tt0094606,"$32,632,093"
tt0094608,"$32,078,318"
tt0094602,"$18,869,631"
tt0096764,"$8,083,123"
tt0094667,"$1,267,578"
tt0094669,"$960,040"
tt0094675,0
tt0094678,"$14,681,192"
tt0094701,"$9,797,098"
tt0094712,"$3,966,256"
tt0094715,"$57,041,866"
tt0094716,"$161,004"
tt0094739,"$40,150,487"
tt0094744,"$15,122,324"
tt0094746,"$51,684,798"
tt0094747,"$2,181,286"
tt0094761,"$8,247,943"
tt0094783,"$784,990"
tt0094799,"$16,118,077"
tt0094824,"$11,798,302"
tt2018086,"$660,355"
tt0094846,"$12,277,096"
tt0094884,"$8,674,093"
tt0094889,"$171,504,781"
tt0094894,"$46,616,067"
tt0094898,"$288,752,301"
tt0094910,"$11,005,304"
tt0097125,"$9,974,446"
tt0090887,"$13,167,232"
tt0094919,"$3,813,293"
tt0101627,0
tt0094921,"$16,262,415"
tt0094933,"$12,706,478"
tt0094961,"$3,588,626"
tt0094963,"$37,903,295"
tt0095031,"$42,039,085"
tt0092929,"$424,773"
tt0095088,"$5,596,267"
tt0095107,"$28,202,109"
tt0095119,"$12,638,294"
tt0095145,"$3,838,793"
tt0095169,"$17,514,553"
tt0095174,"$17,637,950"
tt0095178,"$6,640,346"
tt0095243,"$61,149,479"
tt0095253,"$43,455,230"
tt0095288,"$5,509,417"
tt0095304,"$8,578,231"
tt0095326,"$6,436,211"
tt0095333,"$459,824"
tt0095334,0
tt0095360,"$3,754,273"
tt0095409,"$17,550,399"
tt0095484,"$1,705,139"
tt0095488,"$1,189,315"
tt0095489,"$84,576,957"
tt0095519,"$22,433,275"
tt0095532,"$1,733,070"
tt0095599,"$15,855,828"
tt0095638,"$13,825,794"
tt0095654,"$11,444,204"
tt0095662,"$10,815,378"
tt0095687,"$13,854,000"
tt0095736,"$6,264,058"
tt0095774,"$7,242,035"
tt0095801,"$3,696,134"
tt0095853,"$1,893,139"
tt0095963,"$34,994,648"
tt0095990,"$9,205,924"
tt0089907,"$14,237,880"
tt0095993,"$13,687,027"
tt0084296,"$20,659,423"
tt0096003,"$187,349"
tt0096018,"$2,847,941"
tt0096029,0
tt0096030,"$8,892,589"
tt0096037,"$8,253,123"
tt0096071,"$19,595,031"
tt0096087,"$10,068,039"
tt0096098,"$29,300,090"
tt0096101,"$21,630,088"
tt0091949,"$40,697,761"
tt0096163,0
tt0096180,"$1,791,328"
tt0096193,"$4,594,452"
tt0096200,"$3,790,493"
tt0096203,"$9,129,999"
tt0096241,"$99,978"
tt0096251,0
tt0096256,"$13,008,928"
tt0096280,0
tt0096289,"$4,870,903"
tt0096294,"$429,028"
tt0096316,"$19,652,638"
tt0096320,"$216,614,388"
tt0096380,"$13,664,060"
tt0096425,"$940,173"
tt0096426,"$808,114"
tt0096454,"$8,539,181"
tt0096486,"$11,536,599"
tt0096794,"$74,134,790"
tt0088708,"$10,499,694"
tt0092548,"$4,000,000"
tt0096804,"$902,152"
tt0106393,"$6,608,687"
tt0096926,"$117,463"
tt0096928,"$40,508,994"
tt0096933,"$134,212,055"
tt0096943,"$19,131,246"
tt0096945,"$2,692,037"
tt0096976,"$1,877,618"
tt0097001,0
tt0097027,"$18,671,317"
tt0097044,"$16,278,590"
tt0097109,"$1,869,417"
tt0097138,"$10,166,459"
tt0097142,"$29,237,250"
tt0097166,"$8,125,592"
tt0097211,"$7,723,506"
tt0097236,"$5,552,441"
tt0097235,"$28,890,240"
tt0097243,"$3,766,879"
tt0097257,"$3,916,303"
tt0097262,"$536,508"
tt0085475,"$4,786,789"
tt0097276,"$7,754,571"
tt0097289,"$1,932,642"
tt0097314,"$169,203"
tt0097328,"$12,195,695"
tt0097334,"$2,420,917"
tt0097336,"$3,563,162"
tt0097435,"$747,013"
tt0097438,"$2,777,280"
tt0096870,0
tt0097457,"$13,741,060"
tt0097458,"$11,604,598"
tt0097478,"$75,657"
tt0097481,"$60,864,870"
tt0097500,"$18,699,037"
tt0097521,0
tt0097531,"$418,053"
tt0097567,"$5,932,613"
tt0097570,"$3,531,971"
tt0097579,"$20,047,604"
tt0097607,"$2,049,769"
tt0097613,"$4,611,062"
tt0097626,"$7,237,794"
tt0097635,"$1,601,612"
tt0097637,"$78,247,647"
tt0097659,"$14,697,005"
tt0097714,"$1,730,005"
tt0097722,"$31,906,454"
tt0097731,"$4,973,285"
tt0097737,"$15,704,614"
tt0097758,"$793,775"
tt0097770,"$22,099,847"
tt0097778,"$296,999,813"
tt0097790,"$3,960,327"
tt0097815,"$49,797,148"
tt0097858,0
tt0097883,"$5,777,099"
tt0097889,"$1,145,404"
tt0097892,"$1,852,655"
tt0097965,"$10,763,469"
tt0097967,"$15,942,628"
tt0097987,"$16,093,651"
tt0098022,"$3,574,256"
tt0098051,"$10,647,219"
tt0098068,"$870,532"
tt0098073,0
tt0098097,"$12,143,484"
tt0098141,0
tt0098180,"$4,192,440"
tt0163025,"$368,780,809"
tt0265029,"$138,307,673"
tt0222851,"$15,250,594"
tt0162346,"$8,764,007"
tt0248845,"$3,644,200"
tt0133152,"$362,211,740"
tt0237539,"$9,719,848"
tt0123948,0
tt0203540,"$1,961,054"
tt0261755,0
tt0259442,"$6,831"
tt0243655,"$295,206"
tt0098184,"$6,985,999"
tt0098188,"$9,015,164"
tt0098193,"$192,816"
tt0098194,0
tt0098206,"$30,050,028"
tt0098219,"$1,316,495"
tt0098224,"$574,080"
tt0098230,"$3,169,719"
tt0098253,0
tt0098260,"$8,800,000"
tt0098261,"$2,156,471"
tt0098273,"$110,879,513"
tt0098282,"$46,908,987"
tt0098308,"$12,065,892"
tt0098319,"$6,056,912"
tt0098320,"$16,554,699"
tt0098343,"$19,674,852"
tt0098347,"$463,972"
tt0098356,"$401,421"
tt0098385,"$1,519,796"
tt0094035,"$2,488,740"
tt0098725,"$938,562"
tt0098436,"$510,712"
tt0098439,"$63,408,614"
tt0098442,"$9,114,702"
tt0098471,"$40,586,886"
tt0098519,"$8,508,843"
tt0098536,"$71,079,915"
tt0098546,"$6,157,157"
tt0098554,"$79,258,538"
tt0098577,"$725,131"
tt0098621,"$160,188,546"
tt0098622,"$9,094,451"
tt0098663,"$14,278,900"
tt0098678,"$3,690,328"
tt0108517,"$3,902,679"
tt0108539,"$12,741,891"
tt0056868,"$29,153"
tt0101465,"$8,211,952"
tt0065761,0
tt0087089,"$25,928,721"
tt0087130,"$1,057,064"
tt0087428,"$5,142,858"
tt0116604,0
tt0119512,"$2,111,280"
tt0078490,0
tt0083366,0
tt0083624,0
tt0119842,"$54,754"
tt0218922,"$35,402,320"
tt0247638,"$165,335,153"
tt0266915,"$347,325,802"
tt0262826,"$111,523"
tt0094868,"$2,319,801"
tt0056059,0
tt0077288,"$20,424,259"
tt0080489,"$6,950,125"
tt0102299,"$133,645"
tt0060668,0
tt0064782,"$14,500,000"
tt0075213,"$8,091,910"
tt0108323,"$253,311"
tt0064285,"$65,560"
tt0080360,"$19,853,892"
tt0080377,"$70,687,344"
tt0080402,"$8,415,112"
tt0080408,0
tt0080436,"$8,527,743"
tt0252866,"$287,553,595"
tt0181739,"$14,026,418"
tt0230600,"$209,947,037"
tt0244000,"$13,678,913"
tt0250202,"$1,051,948"
tt0250323,"$10,031,529"
tt0221559,0
tt0261983,"$1,612,259"
tt0262076,"$33,504"
tt0238112,"$62,112,895"
tt0250687,"$85,498,534"
tt0168446,"$65,090"
tt0251141,"$3,034,980"
tt0258470,"$5,007,898"
tt0256524,"$18,914,307"
tt0261392,"$33,788,161"
tt0228333,"$14,010,832"
tt0234829,"$19,772,447"
tt0221799,"$970,676"
tt0208196,"$688,523"
tt0233699,0
tt0206926,"$173,763"
tt0203166,"$14,596,148"
tt0160710,"$160,083"
tt0255653,"$4,634,077"
tt0263488,"$59,371,303"
tt0184791,"$19,260,537"
tt0219400,"$374,312"
tt0155197,"$17,246"
tt0103596,"$29,000,301"
tt0109015,"$11,798,854"
tt0112255,"$413,479"
tt0080907,"$16,274,150"
tt0081114,0
tt0092147,"$4,941,117"
tt0070917,"$98,201"
tt0118178,0
tt0246544,"$32,533,802"
tt0202470,"$19,334,145"
tt0218619,"$4,299,141"
tt0269341,"$22,391,450"
tt0238066,"$8,779"
tt0200427,"$191,221"
tt0259981,0
tt0263957,"$41,432"
tt0243595,0
tt0242587,"$1,846,059"
tt0250809,"$624,525"
tt0047795,0
tt0013086,0
tt0248912,0
tt0221218,"$23,619,609"
tt0180734,"$44,102,389"
tt0229340,"$933,740"
tt0273253,"$92,723"
tt0246464,"$8,493,890"
tt0118589,"$5,271,666"
tt0139654,"$104,876,233"
tt0243759,0
tt0264476,"$12,798"
tt0270971,"$151,779"
tt0255321,"$1,945,689"
tt0263728,"$6,047,691"
tt0239986,"$3,520,373"
tt0264578,"$2,453,083"
tt0082416,"$26,890,068"
tt0063032,"$53,074"
tt0070294,0
tt0102316,"$25,010,896"
tt0079579,0
tt0071994,0
tt0075132,0
tt0067921,0
tt0053559,0
tt0082770,0
tt0093677,0
tt0058092,0
tt0053877,0
tt0052896,0
tt0051773,0
tt0057193,"$46,332,858"
tt0029081,0
tt0033836,0
tt0053143,0
tt0067588,"$10,600,000"
tt0055312,0
tt0050933,0
tt0059527,0
tt0086352,"$24,071,666"
tt0108473,"$14,543,394"
tt0086312,"$35,615,609"
tt0076172,0
tt0079766,0
tt0091993,"$9,697,739"
tt0044207,0
tt0260866,"$100,020,092"
tt0252501,"$30,919,415"
tt0196229,"$60,780,981"
tt0236034,"$376,090"
tt0245891,"$1,047,553"
tt0242994,"$2,039,644"
tt0281376,0
tt0206314,"$36,642,838"
tt0273799,"$18,634,654"
tt0240890,"$77,516,304"
tt0265212,"$360,251"
tt0240419,"$270,811"
tt0080437,"$7,206,823"
tt0080464,0
tt0082100,0
tt0058283,0
tt0080474,"$37,121,708"
tt0080492,0
tt0080500,"$1,817,720"
tt0080516,0
tt0080520,"$41,675,194"
tt0080549,"$67,182,787"
tt0080556,"$14,287,755"
tt0080569,"$19,814,523"
tt0082226,0
tt0080603,0
tt0080610,"$3,007,945"
tt0080634,"$5,318,098"
tt0080641,"$5,484,132"
tt0219126,0
tt0219965,"$67,631,903"
tt0250310,"$25,272,752"
tt0108148,"$14,694,904"
tt0243255,"$765,705"
tt0166924,"$20,129,557"
tt0206963,"$595,005"
tt0164917,"$25,824"
tt0245501,0
tt0166110,"$8,378,853"
tt0072732,0
tt0061489,0
tt0066999,"$35,976,000"
tt0109609,0
tt0067093,"$10,404,330"
tt0084043,0
tt0095428,"$2,432,536"
tt0087666,"$4,561,346"
tt0119682,0
tt0102555,"$14,789,113"
tt0072979,0
tt0105601,0
tt0120681,"$74,558,115"
tt0272020,"$27,642,707"
tt0200027,"$35,743,308"
tt0263101,"$55,429"
tt0227277,"$190,075"
tt0217355,"$122,121"
tt0246628,"$645,418"
tt0256103,"$2,672,527"
tt0243017,"$3,176,880"
tt0272152,"$65,001,485"
tt0279286,"$4,544,601"
tt0245674,"$68,467,960"
tt0236019,"$620,388"
tt0246578,"$6,979,093"
tt0253126,"$2,340,411"
tt0264796,"$23,903,791"
tt0243133,"$18,916,623"
tt0236000,0
tt0234988,"$66,303"
tt0278102,"$788,896"
tt0249478,"$54,249,294"
tt0198781,"$579,707,070"
tt0267804,"$74,005,691"
tt0275719,"$515,900"
tt0252503,"$28,510,652"
tt0256380,"$141,069,860"
tt0177888,"$27,841"
tt0246072,"$26,041"
tt0080130,"$21,411,158"
tt0086443,0
tt0290332,"$10,229,331"
tt0241527,"$1,006,480,859"
tt0245115,"$599,523"
tt0234354,"$2,534,372"
tt0265087,"$39,976,235"
tt0253798,"$14,782,676"
tt0266987,"$143,049,560"
tt0256009,"$6,582,065"
tt0247425,"$44,763,181"
tt0139951,"$57,009"
tt0070169,0
tt0072747,0
tt0068168,0
tt0054177,"$24,296"
tt0082558,"$20,259,961"
tt0073233,0
tt0076221,0
tt0062994,"$52,224,263"
tt0053717,0
tt0053472,"$378,503"
tt0083630,"$14,056,528"
tt0074899,0
tt0076342,0
tt0052415,0
tt0090095,"$390,659"
tt0035140,0
tt0024264,0
tt0042539,0
tt0035957,0
tt0062673,0
tt0077321,0
tt0209037,"$97,353"
tt0076299,"$1,382"
tt0075824,"$2,864"
tt0084809,"$47,118,057"
tt0060437,0
tt0080646,0
tt0080661,"$31,899,000"
tt0080671,0
tt0080707,0
tt0080715,0
tt0080716,"$21,202,829"
tt0080724,"$7,653,061"
tt0080728,0
tt0080736,"$16,647,800"
tt0080738,0
tt0080745,"$27,166,717"
tt0052564,0
tt0074157,0
tt0075989,0
tt0074483,"$46,236,000"
tt0082350,0
tt0076070,"$26,414,658"
tt0051755,0
tt0089348,"$17,536,256"
tt0085862,"$12,232,628"
tt0100054,"$13,985,225"
tt0089622,"$441,137"
tt0076535,0
tt0054135,0
tt0093966,"$5,406,879"
tt0081568,"$7,063,886"
tt0086383,"$67,642,693"
tt0159273,"$91,753,202"
tt0242252,"$1,198,113"
tt0160403,"$238,431"
tt0282856,"$421,516"
tt0193560,"$763,740"
tt0240772,"$450,717,150"
tt0233841,"$166,988"
tt0270259,"$1,287,598"
tt0050539,"$2,580"
tt0283509,"$4,858,869"
tt0261066,"$275,171"
tt0037515,0
tt0020697,"$4,410"
tt0087747,"$25,068,724"
tt0066195,0
tt0211915,"$173,924,742"
tt0277371,"$66,468,332"
tt0259711,"$203,388,341"
tt0280778,"$16,153,953"
tt0283431,"$8,914,751"
tt0259393,"$15,747,450"
tt0265666,"$71,441,250"
tt0101452,"$38,039,850"
tt0090852,"$1,476,356"
tt0052320,0
tt0089283,"$393,825"
tt0060714,0
tt0088103,"$5,778,353"
tt0084684,"$10,490,791"
tt0086346,"$16,478,265"
tt0094318,"$300,859"
tt0278488,"$31,283,740"
tt0268397,"$102,992,536"
tt0279889,"$24,516,772"
tt0035423,"$76,019,048"
tt0120737,"$888,159,092"
tt0268995,"$37,317,558"
tt0268978,"$316,791,257"
tt0228687,"$125,716"
tt0217331,0
tt0051525,0
tt0027532,0
tt0064652,0
tt0036323,0
tt0068612,0
tt0071913,0
tt0063415,"$10,631"
tt0052182,0
tt0105287,0
tt0058672,0
tt0051201,"$7,693"
tt0248667,"$87,812,729"
tt0265086,"$172,989,651"
tt0245046,"$5,323,109"
tt0086619,"$40,218,899"
tt0280707,"$87,754,044"
tt0277027,"$97,818,139"
tt0285742,"$45,011,434"
tt0120824,"$24,690,441"
tt0045555,"$6,324"
tt0104922,"$10,535"
tt0048527,0
tt0117653,0
tt0074937,"$38,200"
tt0057490,"$36,515"
tt0105789,"$1,723,319"
tt0242795,"$326,484"
tt0273923,"$43,325,009"
tt0237534,"$70,752,904"
tt0099044,"$153,518,974"
tt0269746,"$265,477"
tt0109417,"$3,038,499"
tt0093106,"$1,155,020"
tt0087682,0
tt0086205,"$6,857,733"
tt0100530,"$22,997,992"
tt0103129,"$1,554,742"
tt0066585,0
tt0077289,0
tt0048312,0
tt0083951,0
tt0082288,"$14,110,013"
tt0087078,"$31,042,035"
tt0085542,"$760,883"
tt0080752,0
tt0080754,"$8,894,289"
tt0080756,"$7,470,348"
tt0080771,0
tt0160399,"$8,694,320"
tt0240468,"$16,994,625"
tt0281373,"$115,035,090"
tt0083511,"$78,868,508"
tt0206608,0
tt0243862,"$16,350,876"
tt0268696,"$137,340"
tt0109288,"$7,941,977"
tt0085271,"$10,219,460"
tt0106770,"$63,513,743"
tt0071691,"$2,874"
tt0057071,0
tt0074626,0
tt0145046,0
tt0066026,"$81,600,000"
tt0087751,"$4,385,312"
tt0060955,0
tt0055257,0
tt0245844,"$75,395,048"
tt0265349,"$55,305,279"
tt0281358,"$47,494,916"
tt0294289,"$344,992"
tt0276501,"$215,854"
tt0220514,"$9,620"
tt0220627,"$254,380"
tt0293416,"$4,035,192"
tt0208990,"$11,767,402"
tt0250081,"$1,318,945"
tt0219405,"$48,333"
tt0106223,"$24,103,594"
tt0097116,"$22,026,369"
tt0087233,"$11,129,057"
tt0047688,0
tt0240900,"$6,413,915"
tt0188453,"$16,171,098"
tt0201899,"$38,610"
tt0295552,0
tt0071266,0
tt0046828,0
tt0101891,"$8,750,400"
tt0078122,0
tt0072353,0
tt0082525,"$2,004,742"
tt0050781,0
tt0070354,0
tt0265298,"$52,970,014"
tt0233469,"$78,382,433"
tt0246894,"$25,852,764"
tt0265713,"$384,098"
tt0109190,"$16,827,402"
tt0024914,0
tt0027527,0
tt0028988,0
tt0085891,"$10,964,740"
tt0086194,"$16,156,776"
tt0107985,"$56,500,758"
tt0108037,"$34,348,443"
tt0103186,0
tt0069995,"$108,000"
tt0275022,"$61,141,030"
tt0251114,"$32,287,044"
tt0251160,"$102,244,770"
tt0280030,"$115,121,981"
tt0247745,"$23,182,223"
tt0107034,"$60,613,008"
tt0253200,"$6,873,892"
tt0060200,0
tt0044391,"$2,025"
tt0060218,0
tt0050306,0
tt0073026,"$39,000,000"
tt0068687,0
tt0054269,$370
tt0069281,0
tt0075276,"$2,874"
tt0067803,0
tt0070819,0
tt0055539,0
tt0081698,"$11,715,321"
tt0050294,0
tt0259288,"$52,323,400"
tt0238546,"$45,479,110"
tt0260746,"$104,294"
tt0229002,"$281,803"
tt0207524,"$73,510"
tt0231956,0
tt0184719,"$129,265"
tt0291341,"$7,310,206"
tt0265343,"$30,787,356"
tt0275067,0
tt0143861,"$289,885"
tt0301893,"$2,106,838"
tt0074174,"$32,211,330"
tt0077199,"$7,092,495"
tt0075718,"$19,104,350"
tt0061781,0
tt0048310,0
tt0051876,0
tt0059415,0
tt0216651,"$151,086"
tt0050986,"$14,524"
tt0057889,0
tt0046839,0
tt0124185,"$140,254"
tt0243736,"$95,146,283"
tt0277434,"$115,374,915"
tt0204700,"$15,571"
tt0069729,0
tt0068273,0
tt0066830,0
tt0094860,0
tt0085380,0
tt0104254,"$32,710,894"
tt0082559,0
tt0110146,"$21,355,893"
tt0091295,"$18,034,150"
tt0092576,0
tt0108395,"$71,368"
tt0080057,0
tt0027286,0
tt0039645,0
tt0043983,0
tt0038057,0
tt0278295,"$26,306,533"
tt0268695,"$123,729,176"
tt0290212,"$3,438,804"
tt0127516,0
tt0099566,"$1,494,399"
tt0099768,"$1,030,938"
tt0035015,0
tt0109855,0
tt0080798,"$4,059,673"
tt0080813,0
tt0080836,0
tt0080846,0
tt0080850,"$4,875,436"
tt0080855,"$3,484,523"
tt0080863,"$15,934,737"
tt0080888,"$17,815,212"
tt0080889,0
tt0080895,"$7,500,000"
tt0080904,0
tt0080928,0
tt0080934,"$15,716,828"
tt0080948,"$27,118,000"
tt0076276,0
tt0081027,0
tt0081059,0
tt0081060,"$34,326,249"
tt0081070,0
tt0081071,"$15,795,189"
tt0081109,0
tt0081112,0
tt0081176,"$38,465"
tt0081178,0
tt0081182,0
tt0081184,"$6,342,668"
tt0081186,0
tt0081187,0
tt0081237,0
tt0081248,0
tt0081249,"$14,662,035"
tt0081259,"$18,971,000"
tt0081268,"$14,504,277"
tt0076489,"$41,687,243"
tt0081269,"$6,216,067"
tt0081323,0
tt0082924,0
tt0268380,"$383,257,136"
tt0120804,"$102,984,862"
tt0284490,"$77,885,672"
tt0216799,"$3,033,646"
tt0264761,"$10,013,424"
tt0256259,"$395,175"
tt0282864,"$430,862"
tt0245574,"$33,616,692"
tt0085154,"$17,233,166"
tt0055774,0
tt0032520,0
tt0125209,"$345,478"
tt0040679,0
tt0035262,0
tt0032993,0
tt0038032,0
tt0034116,0
tt0105459,"$5,430,822"
tt0097106,"$20,554"
tt0083169,"$35,856,053"
tt0081420,0
tt0081441,0
tt0081445,0
tt0081480,"$43,995,918"
tt0081485,"$9,870,727"
tt0081499,0
tt0081506,0
tt0081518,0
tt0081529,"$66,132,626"
tt0076729,"$126,737,428"
tt0086325,"$5,678,950"
tt0081547,0
tt0081562,"$101,300,000"
tt0081590,0
tt0081609,0
tt0081614,0
tt0187738,"$155,010,032"
tt0279781,"$12,517,488"
tt0286162,"$163,348"
tt0123114,0
tt0262432,"$283,846"
tt0054988,0
tt0192745,0
tt0067345,0
tt0055200,0
tt0058620,0
tt0157472,"$38,793,283"
tt0266452,"$8,382,938"
tt0258000,"$197,079,546"
tt0265662,"$80,693,537"
tt0248190,"$62,703"
tt0254686,"$6,765,335"
tt0250282,"$28,149"
tt0273048,"$103,540"
tt0279065,"$1,213,913"
tt0188128,"$396,090"
tt0109217,"$573,953"
tt0068309,"$6,443"
tt0087100,"$2,912,945"
tt0087222,"$13,102,025"
tt0089167,"$3,333,306"
tt0102103,"$4,076,211"
tt0102829,"$37,484"
tt0096466,"$1,152,786"
tt0257756,"$63,781,810"
tt0283111,"$38,275,483"
tt0245407,"$3,695,710"
tt0246134,"$2,572,403"
tt0216689,"$231,293"
tt0098994,"$2,678,414"
tt0083590,"$22,293"
tt0039204,0
tt0058100,0
tt0042876,"$46,808"
tt0076723,"$28,000,000"
tt0264472,"$94,935,764"
tt0264616,"$17,423,030"
tt0191074,"$53,534"
tt0253867,"$69,319,426"
tt0266391,"$3,646,994"
tt0219822,"$1,574,660"
tt0259446,"$368,744,044"
tt0050086,0
tt0072705,0
tt0072737,0
tt0099892,"$39,404,261"
tt0038890,"$16,712"
tt0095989,0
tt0093854,"$1,189,709"
tt0103035,"$20,005,435"
tt0094137,"$167,780,960"
tt0098966,"$71,609,321"
tt0090196,"$7,196,872"
tt0081738,"$5,000,000"
tt0264935,"$56,714,147"
tt0277296,"$180,630,907"
tt0291003,"$805,755"
tt0226935,"$60,902"
tt0157583,"$15,713,204"
tt0239507,"$69,250"
tt0271582,"$1,461,635"
tt0247586,"$12,413,888"
tt0160905,"$65,875"
tt0253840,"$501,442"
tt0262911,"$103,863"
tt0211443,"$17,077,882"
tt0282687,"$16,872,671"
tt0275309,"$1,523,090"
tt0281865,0
tt0181912,"$503,548"
tt0287645,"$492,661"
tt0235737,"$1,073,198"
tt0274868,"$2,042"
tt0120467,"$15,927"
tt0088758,"$1,304,192"
tt0047892,"$15,586"
tt0099204,"$27,627,310"
tt0088931,0
tt0079013,"$5,610,280"
tt0101701,"$5,546,827"
tt0095186,"$450,726"
tt0104466,"$10,555,619"
tt0065916,"$19,319,254"
tt0071746,0
tt0091647,"$2,278,264"
tt0108311,"$6,419,876"
tt0088256,"$10,435,015"
tt0098513,"$408,839"
tt0100934,"$11,060,485"
tt0231448,"$6,282,446"
tt0278823,"$14,569,744"
tt0145487,"$825,025,036"
tt0282771,"$403,503"
tt0289054,"$453,754"
tt0077234,0
tt0068326,0
tt0064117,0
tt0074292,0
tt0073043,"$293,053"
tt0110157,"$21,006,361"
tt0100196,"$4,011,793"
tt0102753,"$6,266,621"
tt0086397,"$14,000,000"
tt0103247,"$34,793,160"
tt0111701,"$8,878,839"
tt0241760,"$31,167,388"
tt0250797,"$119,137,784"
tt0239234,"$1,128,137"
tt0103253,"$1,008,404"
tt0091578,"$2,451,545"
tt0052600,0
tt0071216,0
tt0092652,0
tt0078916,0
tt0045591,0
tt0050634,"$17,923"
tt0058007,0
tt0038589,0
tt0079429,0
tt0276751,"$130,549,455"
tt0121765,"$653,779,970"
tt0247199,"$1,309,316"
tt0278500,"$18,009,625"
tt0062790,0
tt0077523,"$85,196,485"
tt0052905,0
tt0051758,0
tt0077838,"$340,687"
tt0050858,0
tt0278435,"$51,806,184"
tt0278504,"$113,758,770"
tt0166813,"$122,563,539"
tt0254199,"$499,891"
tt0268690,"$3,706,652"
tt0049038,0
tt0051496,0
tt0044557,0
tt0071532,0
tt0054022,0
tt0044916,0
tt0056406,0
tt0047422,"$8,757"
tt0164184,"$193,921,372"
tt0279493,"$41,604,473"
tt0295480,"$63,364"
tt0207988,0
tt0090570,"$1,083,486"
tt0037627,0
tt0045679,0
tt0211286,"$238,754"
tt0158033,"$15,120"
tt0105219,"$14,356,479"
tt0067756,0
tt0057541,0
tt0080097,0
tt0079788,0
tt0280486,"$66,200,782"
tt0279778,"$73,839,240"
tt0298798,"$179,751"
tt0285441,"$5,204,281"
tt0258463,"$214,034,224"
tt0267913,"$275,650,703"
tt0245562,"$77,628,265"
tt0238924,"$2,036,599"
tt0282768,"$1,236,182"
tt0210065,"$30,915"
tt0242508,"$56,653"
tt0244479,"$2,381,183"
tt0068245,0
tt0082146,"$15,965,924"
tt0087042,"$3,772,785"
tt0062626,0
tt0108504,0
tt0077621,"$7,435,671"
tt0095296,"$5,301,200"
tt0090021,"$12,361,866"
tt0040823,0
tt0061770,0
tt0051739,0
tt0091472,"$3,900,000"
tt0100135,"$16,247,964"
tt0083015,"$14,867,086"
tt0041866,0
tt0105631,"$3,206,714"
tt0103184,"$11,128,309"
tt0247444,"$13,802,599"
tt0275847,"$273,144,151"
tt0181689,"$358,372,926"
tt0252444,"$16,217,411"
tt0286179,"$3,369,654"
tt0314166,"$15,249,308"
tt0280590,"$171,269,535"
tt0258273,"$4,677,852"
tt0265591,"$308,552"
